Source,Target,Type,Kind,Id,Label,Weight
4,452,Undirected,"selber ""Wohnort""",1086,,3
21,47,Undirected,"selber ""Wohnort""",1087,,3
21,215,Undirected,"selber ""Wohnort""",1088,,3
21,226,Undirected,"selber ""Wohnort""",1089,,3
21,278,Undirected,"selber ""Wohnort""",1090,,3
21,425,Undirected,"selber ""Wohnort""",1091,,3
21,451,Undirected,"selber ""Wohnort""",1092,,3
21,452,Undirected,"selber ""Wohnort""",1093,,3
47,215,Undirected,"selber ""Wohnort""",1094,,3
47,226,Undirected,"selber ""Wohnort""",1095,,3
47,278,Undirected,"selber ""Wohnort""",1096,,3
47,425,Undirected,"selber ""Wohnort""",1097,,3
47,451,Undirected,"selber ""Wohnort""",1098,,3
47,452,Undirected,"selber ""Wohnort""",1099,,3
215,226,Undirected,"selber ""Wohnort""",1100,,3
215,278,Undirected,"selber ""Wohnort""",1101,,3
215,425,Undirected,"selber ""Wohnort""",1102,,3
215,451,Undirected,"selber ""Wohnort""",1103,,3
215,452,Undirected,"selber ""Wohnort""",1104,,3
226,278,Undirected,"selber ""Wohnort""",1105,,3
226,425,Undirected,"selber ""Wohnort""",1106,,3
226,451,Undirected,"selber ""Wohnort""",1107,,3
226,452,Undirected,"selber ""Wohnort""",1108,,3
278,425,Undirected,"selber ""Wohnort""",1109,,3
278,451,Undirected,"selber ""Wohnort""",1110,,3
278,452,Undirected,"selber ""Wohnort""",1111,,3
425,451,Undirected,"selber ""Wohnort""",1112,,3
425,452,Undirected,"selber ""Wohnort""",1113,,3
451,452,Undirected,"selber ""Wohnort""",1114,,3
58,422,Undirected,Familienverhältnis,1116,,5
59,422,Undirected,Familienverhältnis,1118,,5
0,187,Directed,Vorsitzender des Amtes,1120,,5
422,461,Directed,"""Staatsoberhaupt""",1131,,1
422,472,Directed,"""Staatsoberhaupt""",1122,,1
422,474,Directed,"""Staatsoberhaupt""",1123,,1
422,473,Directed,"""Staatsoberhaupt""",1124,,1
422,471,Directed,"""Staatsoberhaupt""",1125,,1
422,457,Directed,"""Staatsoberhaupt""",1126,,1
422,458,Directed,"""Staatsoberhaupt""",1127,,1
422,459,Directed,"""Staatsoberhaupt""",1128,,1
422,462,Directed,"""Staatsoberhaupt""",1132,,1
422,460,Directed,"""Staatsoberhaupt""",1130,,1
422,463,Directed,"""Staatsoberhaupt""",1133,,1
422,464,Directed,"""Staatsoberhaupt""",1134,,1
422,465,Directed,"""Staatsoberhaupt""",1135,,1
422,466,Directed,"""Staatsoberhaupt""",1136,,1
422,467,Directed,"""Staatsoberhaupt""",1137,,1
422,468,Directed,"""Staatsoberhaupt""",1138,,1
422,469,Directed,"""Staatsoberhaupt""",1139,,1
422,470,Directed,"""Staatsoberhaupt""",1140,,1
82,8,Directed,will vor Wahl beeinflussen,1141,,4
82,11,Directed,will vor Wahl beeinflussen,1142,,4
82,4,Directed,will vor Wahl beeinflussen,1143,,4
82,18,Directed,will vor Wahl beeinflussen,1144,,4
82,22,Directed,will vor Wahl beeinflussen,1145,,4
26,187,Directed,direkte Wortmeldung im Protokoll,1146,,2
31,187,Directed,direkte Wortmeldung im Protokoll,1147,,2
35,187,Directed,direkte Wortmeldung im Protokoll,1148,,2
149,187,Directed,direkte Wortmeldung im Protokoll,1150,,2
37,187,Directed,direkte Wortmeldung im Protokoll,1151,,2
119,187,Directed,direkte Wortmeldung im Protokoll,1152,,2
2,187,Directed,direkte Wortmeldung im Protokoll,1153,,2
29,187,Directed,direkte Wortmeldung im Protokoll,1154,,2
39,187,Directed,direkte Wortmeldung im Protokoll,1155,,2
40,187,Directed,direkte Wortmeldung im Protokoll,1156,,2
41,187,Directed,direkte Wortmeldung im Protokoll,1157,,2
42,187,Directed,direkte Wortmeldung im Protokoll,1158,,2
43,187,Directed,direkte Wortmeldung im Protokoll,1159,,2
44,187,Directed,direkte Wortmeldung im Protokoll,1160,,2
45,187,Directed,direkte Wortmeldung im Protokoll,1161,,2
27,187,Directed,direkte Wortmeldung im Protokoll,1162,,2
8,187,Directed,direkte Wortmeldung im Protokoll,1164,,2
79,187,Directed,direkte Wortmeldung im Protokoll,1165,,2
22,187,Directed,direkte Wortmeldung im Protokoll,1166,,2
7,187,Directed,direkte Wortmeldung im Protokoll,1167,,2
11,187,Directed,direkte Wortmeldung im Protokoll,1168,,2
10,187,Directed,direkte Wortmeldung im Protokoll,1169,,2
17,187,Directed,direkte Wortmeldung im Protokoll,1170,,2
18,187,Directed,direkte Wortmeldung im Protokoll,1171,,2
4,187,Directed,direkte Wortmeldung im Protokoll,1172,,2
1,187,Directed,direkte Wortmeldung im Protokoll,1173,,2
21,187,Directed,direkte Wortmeldung im Protokoll,1174,,2
28,187,Directed,direkte Wortmeldung im Protokoll,1175,,2
82,187,Directed,direkte Wortmeldung im Protokoll,1176,,2
83,187,Directed,direkte Wortmeldung im Protokoll,1177,,2
104,187,Directed,direkte Wortmeldung im Protokoll,1178,,2
113,187,Directed,direkte Wortmeldung im Protokoll,1179,,2
175,187,Directed,direkte Wortmeldung im Protokoll,1180,,2
0,82,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1181,,5
0,83,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1182,,5
0,122,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1183,,5
0,1,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1184,,5
0,2,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1185,,5
0,119,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1186,,5
0,449,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1187,,5
0,3,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1188,,5
0,14,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1189,,5
0,35,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1190,,5
0,80,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1191,,5
0,89,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1192,,5
0,193,Directed,"Vorsitzender der Versammlung und ""direkter"" Vorgesetzter",1193,,5
